종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"187870","디바이스","KOSDAQ","기계·장비","14210","-180","-1.25","99990213890"
"489730","디비금융제13호스팩","KOSDAQ","금융","1999","-16","-0.79","12657668000"
"0004Y0","디비금융제14호스팩","KOSDAQ","금융","2000","-20","-0.99","10630000000"
"110990","디아이티","KOSDAQ","기계·장비","13540","-550","-3.90","255906000000"
"263690","디알젬","KOSDAQ","의료·정밀기기","5510","-90","-1.61","62404111100"
"214680","디알텍","KOSDAQ","의료·정밀기기","2070","-60","-2.82","158272303500"
"347850","디앤디파마텍","KOSDAQ","일반서비스","96400","5100","5.59","4186196606400"
"263720","디앤씨미디어","KOSDAQ","오락·문화","12120","-610","-4.79","150440602920"
"376300","디어유","KOSDAQ","IT 서비스","35900","2400","7.16","852208775400"
"109740","디에스케이","KOSDAQ","기계·장비","6710","-170","-2.47","172516716900"
"031860","디에이치엑스컴퍼니","KOSDAQ","유통","687","25","3.78","13042985601"
"196490","디에이테크놀로지","KOSDAQ","기계·장비","203","0","0.00","36245520080"
"066900","디에이피","KOSDAQ","전기·전자","1985","6","0.30","45147838455"
"092070","디엔에프","KOSDAQ","화학","12700","-550","-4.15","146962596600"
"039840","디오","KOSDAQ","의료·정밀기기","16900","-150","-0.88","242938970300"
"219550","디와이디","KOSDAQ","유통","819","-74","-8.29","25616395350"
"310870","디와이씨","KOSDAQ","운송장비·부품","1355","-29","-2.10","28031252205"
"104460","디와이피엔에프","KOSDAQ","기계·장비","13930","-370","-2.59","146517146930"
"079810","디이엔티","KOSDAQ","전기·전자","5280","-270","-4.86","116308336320"
"113810","디젠스","KOSDAQ","운송장비·부품","812","-30","-3.56","26493977412"
"043360","디지아이","KOSDAQ","전기·전자","2245","-60","-2.60","20205000000"
"197140","디지캡","KOSDAQ","IT 서비스","2075","-40","-1.89","27002294550"
"068930","디지털대성","KOSDAQ","일반서비스","8070","20","0.25","223340009940"
"033130","디지틀조선","KOSDAQ","IT 서비스","1539","13","0.85","57120395913"
"105740","디케이락","KOSDAQ","기계·장비","9600","-280","-2.83","97617724800"
"263020","디케이앤디","KOSDAQ","화학","3125","-15","-0.48","43237956250"
"290550","디케이티","KOSDAQ","전기·전자","7030","-170","-2.36","140608646900"
"066670","디티씨","KOSDAQ","전기·전자","3290","10","0.30","61496410220"
"187220","디티앤씨","KOSDAQ","일반서비스","2495","-85","-3.29","29186562395"
"383930","디티앤씨알오","KOSDAQ","일반서비스","3430","-60","-1.72","43849559040"
"131180","딜리","KOSDAQ","전기·전자","969","1","0.10","28440150000"
"315640","딥노이드","KOSDAQ","IT 서비스","3960","-235","-5.60","89245680480"
"317120","라닉스","KOSDAQ","전기·전자","1996","-69","-3.34","30458960000"
"462510","라메디텍","KOSDAQ","의료·정밀기기","6800","-70","-1.02","59860162000"
"042510","라온시큐어","KOSDAQ","IT 서비스","9440","-230","-2.38","105776842560"
"232680","라온테크","KOSDAQ","기계·장비","8900","-520","-5.52","111554682600"
"418420","라온텍","KOSDAQ","전기·전자","4270","-160","-3.61","130146645160"
"300120","라온피플","KOSDAQ","IT 서비스","2165","-80","-3.56","45161925980"
"171120","라이온켐텍","KOSDAQ","화학","2255","10","0.45","80958468800"
"388790","라이콤","KOSDAQ","전기·전자","2660","-60","-2.21","81420996020"
"214260","라파스","KOSDAQ","화학","13850","330","2.44","123576112550"
"171010","램테크놀러지","KOSDAQ","화학","3960","-115","-2.82","56623057920"
"084650","랩지노믹스","KOSDAQ","일반서비스","1800","-101","-5.31","133631982000"
"217500","러셀","KOSDAQ","기계·장비","1967","-83","-4.05","62574204000"
"038390","레드캡투어","KOSDAQ","일반서비스","11780","-100","-0.84","196971283160"
"294140","레몬","KOSDAQ","화학","4825","-435","-8.27","108151496850"
"443250","레뷰코퍼레이션","KOSDAQ","일반서비스","11520","-730","-5.96","128172211200"
"228670","레이","KOSDAQ","의료·정밀기기","6900","-280","-3.90","107654145000"
"228850","레이언스","KOSDAQ","의료·정밀기기","5040","-70","-1.37","83618710560"
"412350","레이저쎌","KOSDAQ","기계·장비","1990","-55","-2.69","17366674280"
"199550","레이저옵텍","KOSDAQ","의료·정밀기기","6000","-90","-1.48","73594746000"
"281740","레이크머티리얼즈","KOSDAQ","화학","15040","-590","-3.77","988587441920"
"277810","레인보우로보틱스","KOSDAQ","기계·장비","460000","-18500","-3.87","8923934680000"
"215100","로보로보","KOSDAQ","전기·전자","7780","-610","-7.27","158310972120"
"090360","로보스타","KOSDAQ","기계·장비","75500","-6300","-7.70","736125000000"
"108490","로보티즈","KOSDAQ","기계·장비","291500","-21500","-6.87","4247180652000"
"900260","로스웰","KOSDAQ","금융","1570","-1","-0.06","72266638420"
"033290","로젠","KOSDAQ","유통","2290","85","3.85","128597929290"
"067730","로지시스","KOSDAQ","IT 서비스","2705","-75","-2.70","26167959010"
"071280","로체시스템즈","KOSDAQ","기계·장비","9050","-190","-2.06","138434257150"
"376900","로킷헬스케어","KOSDAQ","제약","80600","700","0.88","1262316013400"
"214610","롤링스톤","KOSDAQ","의료·정밀기기","4300","35","0.82","36048284600"
"328130","루닛","KOSDAQ","IT 서비스","38650","-950","-2.40","1130773232900"
"038060","루멘스","KOSDAQ","전기·전자","659","-3","-0.45","31699922471"
"474170","루미르","KOSDAQ","운송장비·부품","8060","-440","-5.18","143610629760"
"141080","리가켐바이오","KOSDAQ","일반서비스","172200","-5700","-3.20","6304300203600"
"058470","리노공업","KOSDAQ","전기·전자","59300","-2300","-3.73","4519362705000"
"016100","리더스코스메틱","KOSDAQ","종이·목재","2105","5","0.24","40207381870"
"012700","리드코프","KOSDAQ","유통","3805","-30","-0.78","100627543675"
"302550","리메드","KOSDAQ","의료·정밀기기","3100","95","3.16","97636136800"
"073570","리튬포어스","KOSDAQ","기타제조","927","-36","-3.74","55793016207"
"377450","리파인","KOSDAQ","IT 서비스","13080","-10","-0.08","226676400000"
"277070","린드먼아시아","KOSDAQ","금융","4680","-30","-0.64","64078560000"
"042500","링네트","KOSDAQ","IT 서비스","4000","-25","-0.62","89164576000"
"193250","링크드","KOSDAQ","전기·전자","403","-9","-2.18","26030742439"
"474650","링크솔루션","KOSDAQ","기계·장비","56200","-5100","-8.32","313541598400"
"219420","링크제니시스","KOSDAQ","IT 서비스","5040","-110","-2.14","57806315280"
"439090","마녀공장","KOSDAQ","화학","14050","-140","-0.99","230114553000"
"195500","마니커에프앤지","KOSDAQ","음식료·담배","2770","-20","-0.72","44259060000"
"377480","마음AI","KOSDAQ","IT 서비스","18550","-640","-3.34","131895601250"
"305090","마이크로디지탈","KOSDAQ","의료·정밀기기","8810","760","9.44","163576353630"
"098120","마이크로컨텍솔","KOSDAQ","전기·전자","17570","-790","-4.30","146055298620"
"424980","마이크로투나노","KOSDAQ","전기·전자","7560","-430","-5.38","44746808400"
"038290","마크로젠","KOSDAQ","일반서비스","17060","300","1.79","184954284000"
"267980","매일유업","KOSDAQ","음식료·담배","35900","-150","-0.42","275124604200"
"005990","매일홀딩스","KOSDAQ","음식료·담배","11190","-50","-0.44","148808021760"
"093520","매커스","KOSDAQ","유통","21450","-350","-1.61","303798323400"
"100590","머큐리","KOSDAQ","전기·전자","3180","-50","-1.55","50339473140"
"067280","멀티캠퍼스","KOSDAQ","일반서비스","32950","-350","-1.05","195287368050"
"072870","메가스터디","KOSDAQ","오락·문화","11580","-110","-0.94","138044705220"
"215200","메가스터디교육","KOSDAQ","일반서비스","44550","0","0.00","461770372800"
"133750","메가엠디","KOSDAQ","일반서비스","1811","-3","-0.17","42390216447"
"446540","메가터치","KOSDAQ","전기·전자","3525","-155","-4.21","73217775000"
"235980","메드팩토","KOSDAQ","일반서비스","6360","-170","-2.60","217989769560"
"041920","메디아나","KOSDAQ","의료·정밀기기","9440","-230","-2.38","175567225120"
"014100","메디앙스","KOSDAQ","유통","1851","-1","-0.05","21841800000"
"054180","메디콕스","KOSDAQ","운송장비·부품","2295","0","0.00","12686716395"
"086900","메디톡스","KOSDAQ","제약","122600","1100","0.91","894795732200"
"078160","메디포스트","KOSDAQ","제약","17530","-470","-2.61","687256690590"
"0088D0","메리츠제1호스팩","KOSDAQ","금융","1988","-57","-2.79","11520460000"
"408920","메쎄이상","KOSDAQ","일반서비스","3265","-130","-3.83","141153965575"
"021880","메이슨캐피탈","KOSDAQ","금융","243","1","0.41","51560811144"
"140410","메지온","KOSDAQ","일반서비스","97000","20700","27.13","2945299658000"
"241770","메카로","KOSDAQ","전기·전자","20850","-1500","-6.71","212516544000"
"059210","메타바이오메드","KOSDAQ","제약","5010","-10","-0.20","140752448010"
"058110","멕아이씨에스","KOSDAQ","의료·정밀기기","1917","-43","-2.19","30768866010"
"434480","모니터랩","KOSDAQ","IT 서비스","4010","-10","-0.25","49364303000"
"080420","모다이노칩","KOSDAQ","유통","1999","13","0.65","159363522378"
"417970","모델솔루션","KOSDAQ","기계·장비","23900","-2350","-8.95","152881130000"
"080160","모두투어","KOSDAQ","일반서비스","10300","-110","-1.06","194670000000"
"087260","모바일어플라이언스","KOSDAQ","IT 서비스","1666","46","2.84","54233066426"
"101330","모베이스","KOSDAQ","전기·전자","3140","-40","-1.26","72681671060"
"012860","모베이스전자","KOSDAQ","운송장비·부품","1347","-28","-2.04","98645466579"
"363260","모비데이즈","KOSDAQ","일반서비스","1627","-44","-2.63","52330452163"
"348030","모비릭스","KOSDAQ","IT 서비스","3250","-35","-1.07","31212350000"
"250060","모비스","KOSDAQ","IT 서비스","2975","-115","-3.72","95709659150"
"288980","모아데이타","KOSDAQ","IT 서비스","893","-12","-1.33","30859009866"
"142760","모아라이프플러스","KOSDAQ","일반서비스","1845","92","5.25","72053748090"
"033200","모아텍","KOSDAQ","전기·전자","3365","-95","-2.75","48224437525"
"333050","모코엠시스","KOSDAQ","IT 서비스","1340","-10","-0.74","32981856840"
"118990","모트렉스","KOSDAQ","운송장비·부품","8800","380","4.51","218785512000"
"463480","모티브링크","KOSDAQ","전기·전자","8220","-210","-2.49","101848742760"
"006920","모헨즈","KOSDAQ","비금속","3290","-405","-10.96","35926800000"
"001810","무림SP","KOSDAQ","종이·목재","1501","0","0.00","33228387500"
"279600","미디어젠","KOSDAQ","IT 서비스","7080","-110","-1.53","33168249480"
"095500","미래나노텍","KOSDAQ","화학","11130","-390","-3.39","345141288870"
"254490","미래반도체","KOSDAQ","유통","14420","-260","-1.77","208195960000"
"218150","미래생명자원","KOSDAQ","음식료·담배","3085","-50","-1.59","62982749170"
"100790","미래에셋벤처투자","KOSDAQ","금융","10390","-280","-2.62","551964947260"
"448830","미래에셋비전스팩3호","KOSDAQ","금융","3365","-330","-8.93","16555800000"
"477380","미래에셋비전스팩4호","KOSDAQ","금융","2060","5","0.24","16686000000"
"477470","미래에셋비전스팩5호","KOSDAQ","금융","2110","15","0.72","11562800000"
"478440","미래에셋비전스팩6호","KOSDAQ","금융","2020","-10","-0.49","13998600000"
"482680","미래에셋비전스팩7호","KOSDAQ","금융","2005","-10","-0.50","16471075000"
"0093G0","미래에셋비전스팩8호","KOSDAQ","금융","1982","1","0.05","12684800000"
"0096D0","미래에셋비전스팩9호","KOSDAQ","금융","1996","-19","-0.94","10978000000"
"049950","미래컴퍼니","KOSDAQ","기계·장비","17900","-900","-4.79","157840123600"
"207760","미스터블루","KOSDAQ","IT 서비스","1316","-64","-4.64","109332994428"
"059090","미코","KOSDAQ","전기·전자","13150","-610","-4.43","439430630700"
"201490","미투온","KOSDAQ","IT 서비스","3560","-140","-3.78","116033963600"
"475460","미트박스","KOSDAQ","IT 서비스","8820","-60","-0.68","49506880500"
"452200","민테크","KOSDAQ","의료·정밀기기","2325","-75","-3.13","55165972500"
"206640","바디텍메드","KOSDAQ","제약","13180","50","0.38","309552860800"
"018700","바른손","KOSDAQ","유통","940","-14","-1.47","33012571580"
"035620","바른손이앤에이","KOSDAQ","오락·문화","402","6","1.52","29924749350"
"053030","바이넥스","KOSDAQ","제약","16250","360","2.27","531118055000"
"301300","바이브컴퍼니","KOSDAQ","IT 서비스","3475","20","0.58","45712624200"
"064550","바이오니아","KOSDAQ","제약","13750","530","4.01","354891501250"
"314930","바이오다인","KOSDAQ","의료·정밀기기","13600","-520","-3.68","404791800800"
"489460","바이오비쥬","KOSDAQ","화학","13390","490","3.80","201444917700"
"086820","바이오솔루션","KOSDAQ","제약","8140","310","3.96","197690563400"
"038460","바이오스마트","KOSDAQ","전기·전자","3720","-250","-6.30","97331709360"
"251120","바이오에프디엔씨","KOSDAQ","제약","15800","-180","-1.13","137392060000"
"199730","바이오인프라","KOSDAQ","일반서비스","4580","-155","-3.27","22278800860"
"086040","바이오톡스텍","KOSDAQ","일반서비스","2715","20","0.74","43326640605"
"188040","바이오포트","KOSDAQ","음식료·담배","8760","-90","-1.02","40990738080"
"099430","바이오플러스","KOSDAQ","제약","5480","-120","-2.14","337791156560"
"032980","바이온","KOSDAQ","유통","604","0","0.00","18354952980"
"308080","바이젠셀","KOSDAQ","일반서비스","10980","-1140","-9.41","224531118000"
"043150","바텍","KOSDAQ","의료·정밀기기","19400","-330","-1.67","288172566400"
"323990","박셀바이오","KOSDAQ","일반서비스","10410","-270","-2.53","242108961450"
"267790","배럴","KOSDAQ","섬유·의류","3595","0","0.00","27643065855"
"046310","백금T&A","KOSDAQ","전기·전자","3355","-5","-0.15","55084540555"
"331520","밸로프","KOSDAQ","IT 서비스","581","1","0.17","29552210590"
"199480","뱅크웨어글로벌","KOSDAQ","IT 서비스","5520","-400","-6.76","56285165760"
"438700","버넥트","KOSDAQ","IT 서비스","3195","-90","-2.74","35607923550"
"066410","버킷스튜디오","KOSDAQ","통신","1153","0","0.00","159637252154"
"382900","범한퓨얼셀","KOSDAQ","전기·전자","28500","-1000","-3.39","249688500000"
"206400","베노티앤알","KOSDAQ","건설","1573","8","0.51","59003478534"
"019010","베뉴지","KOSDAQ","유통","2575","-70","-2.65","124115000000"
"177350","베셀","KOSDAQ","기계·장비","1293","-32","-2.42","25412320731"
"457600","벡트","KOSDAQ","전기·전자","2970","-55","-1.82","40711275000"
"424760","벨로크","KOSDAQ","IT 서비스","1107","-33","-2.89","21769157214"
"250000","보라티알","KOSDAQ","유통","8060","-20","-0.25","54410907980"
"310210","보로노이","KOSDAQ","일반서비스","212500","3500","1.67","3908538212500"
"006910","보성파워텍","KOSDAQ","금속","5000","-360","-6.72","245649120000"
"226340","본느","KOSDAQ","화학","675","-2","-0.30","28317883500"
"014470","부방","KOSDAQ","부동산","1448","-12","-0.82","86955672480"
"008470","부스타","KOSDAQ","금속","3940","-40","-1.01","33114912000"
"338220","뷰노","KOSDAQ","IT 서비스","22900","-1050","-4.38","320641746700"
"100120","뷰웍스","KOSDAQ","의료·정밀기기","20000","-200","-0.99","195000000000"
"406820","뷰티스킨","KOSDAQ","화학","13320","1030","8.38","47073412800"
"099390","브레인즈컴퍼니","KOSDAQ","IT 서비스","5470","-80","-1.44","44899308010"
"064480","브리지텍","KOSDAQ","IT 서비스","4690","-70","-1.47","56057225000"
"365900","브이씨","KOSDAQ","기타제조","2830","65","2.35","20688149000"
"089970","브이엠","KOSDAQ","기계·장비","26150","-700","-2.61","638365824250"
"251630","브이원텍","KOSDAQ","기계·장비","5640","-80","-1.40","89917877040"
"018290","브이티","KOSDAQ","화학","18250","-30","-0.16","637688543500"
"478560","블랙야크아이앤씨","KOSDAQ","섬유·의류","3685","-65","-1.73","95184648130"
"439580","블루엠텍","KOSDAQ","유통","4740","-45","-0.94","160432632780"
"033560","블루콤","KOSDAQ","전기·전자","2985","10","0.34","51043500000"
"369370","블리츠웨이엔터테인먼트","KOSDAQ","오락·문화","1405","2","0.14","70070034955"
"126340","비나텍","KOSDAQ","전기·전자","71300","-1500","-2.06","468703954400"
"121800","비덴트","KOSDAQ","전기·전자","3320","0","0.00","256309348520"
"082800","비보존 제약","KOSDAQ","제약","4265","-10","-0.23","213696400490"
"318410","비비씨","KOSDAQ","화학","7980","90","1.14","44330839140"
"419540","비스토스","KOSDAQ","의료·정밀기기","1134","-22","-1.90","26073507474"
"146320","비씨엔씨","KOSDAQ","전기·전자","12860","-310","-2.35","164581289780"
"200780","비씨월드제약","KOSDAQ","제약","5350","100","1.90","52088884000"
"413640","비아이매트릭스","KOSDAQ","IT 서비스","9850","-180","-1.79","70988359000"
"141000","비아트론","KOSDAQ","기계·장비","7600","-10","-0.13","92071796000"
"083650","비에이치아이","KOSDAQ","기계·장비","56200","-2100","-3.60","1739073875000"
"473370","비엔케이제2호스팩","KOSDAQ","금융","2405","35","1.48","10125050000"
"0068Y0","비엔케이제3호스팩","KOSDAQ","금융","1995","-5","-0.25","8598450000"
"065170","비엘팜텍","KOSDAQ","유통","578","-9","-1.53","15422788450"
"086670","비엠티","KOSDAQ","기계·장비","12640","-310","-2.39","125463186400"
"230980","비유테크놀러지","KOSDAQ","IT 서비스","229","0","0.00","21370407553"
"488900","비츠로넥스텍","KOSDAQ","운송장비·부품","9780","-460","-4.49","283389612540"
"082920","비츠로셀","KOSDAQ","전기·전자","18850","-610","-3.13","431141215050"
"054220","비츠로시스","KOSDAQ","전기·전자","401","7","1.78","24041185481"
"042370","비츠로테크","KOSDAQ","금융","9100","-1020","-10.08","238420227500"
"050090","비케이홀딩스","KOSDAQ","일반서비스","903","27","3.08","17865615705"
"148780","비큐AI","KOSDAQ","IT 서비스","1342","-37","-2.68","42200162950"
"307870","비투엔","KOSDAQ","IT 서비스","1066","-2","-0.19","63495768726"
"377030","비트맥스","KOSDAQ","IT 서비스","1882","-98","-4.95","70069159804"
"032850","비트컴퓨터","KOSDAQ","IT 서비스","4845","-75","-1.52","80539854585"
"049470","비트플래닛","KOSDAQ","IT 서비스","1007","-34","-3.27","118548569486"
"238200","비피도","KOSDAQ","음식료·담배","3130","5","0.16","25603400000"
"093190","빅솔론","KOSDAQ","전기·전자","6030","10","0.17","116010597150"
"065450","빅텍","KOSDAQ","의료·정밀기기","3605","-50","-1.37","103293344000"
"044480","빌리언스","KOSDAQ","화학","311","-6","-1.89","25086419408"
"069540","빛과전자","KOSDAQ","전기·전자","697","-8","-1.13","41410767602"
"072950","빛샘전자","KOSDAQ","전기·전자","5340","-30","-0.56","43000937400"
"451250","삐아","KOSDAQ","화학","9470","-90","-0.94","96839055190"
"143240","사람인","KOSDAQ","IT 서비스","13310","-350","-2.56","155850290530"
"466410","사이냅소프트","KOSDAQ","IT 서비스","12660","-130","-1.02","63768711180"
"223310","사토시홀딩스","KOSDAQ","유통","1930","-75","-3.74","50224803020"
"452430","사피엔반도체","KOSDAQ","전기·전자","33000","-2050","-5.85","271195518000"
"419120","산돌","KOSDAQ","IT 서비스","4245","-165","-3.74","64241737215"
"122350","삼기","KOSDAQ","운송장비·부품","1258","-21","-1.64","48231000424"
"419050","삼기에너지솔루션즈","KOSDAQ","운송장비·부품","1826","-52","-2.77","104440334240"
"014970","삼륭물산","KOSDAQ","종이·목재","8610","410","5.00","130226250000"
"018310","삼목에스폼","KOSDAQ","금속","20600","-350","-1.67","302820000000"
"053700","삼보모터스","KOSDAQ","운송장비·부품","3965","-35","-0.88","90708058350"
"009620","삼보산업","KOSDAQ","금속","1745","-61","-3.38","28593728795"
"023600","삼보판지","KOSDAQ","종이·목재","9900","40","0.41","158482170000"
"0044K0","삼성스팩10호","KOSDAQ","금융","1988","-11","-0.55","14949760000"
"0071M0","삼성스팩11호","KOSDAQ","금융","2010","-10","-0.50","11577600000"
"0096B0","삼성스팩12호","KOSDAQ","금융","2030","-70","-3.33","13357400000"
"009300","삼아제약","KOSDAQ","제약","16180","-90","-0.55","103066600000"
"482630","삼양엔씨켐","KOSDAQ","화학","19500","-850","-4.18","213410730000"
"484590","삼양컴텍","KOSDAQ","금속","13160","-690","-4.98","542329522000"
"036670","삼양케이씨아이","KOSDAQ","화학","6720","-60","-0.88","75734400000"
"361670","삼영에스앤씨","KOSDAQ","전기·전자","3505","-75","-2.09","19865141290"
"054540","삼영엠텍","KOSDAQ","금속","13580","-670","-4.70","176540000000"
"065570","삼영이엔씨","KOSDAQ","전기·전자","764","0","0.00","12295692232"
"014950","삼익제약","KOSDAQ","제약","15200","0","0.00","139405477600"
"032280","삼일","KOSDAQ","운송·창고","1406","-14","-0.99","22796307540"
"002290","삼일기업공사","KOSDAQ","건설","4000","-70","-1.72","49600000000"
"037460","삼지전자","KOSDAQ","전기·전자","14060","-30","-0.21","229438419320"
"032750","삼진","KOSDAQ","전기·전자","3695","0","0.00","33369995790"
"054090","삼진엘앤디","KOSDAQ","기타제조","821","6","0.74","20491529472"
"000250","삼천당제약","KOSDAQ","제약","227500","-3500","-1.52","5336574880000"
"024950","삼천리자전거","KOSDAQ","유통","4285","20","0.47","56877277445"
"038500","삼표시멘트","KOSDAQ","비금속","4850","-540","-10.02","523394084100"
"437730","삼현","KOSDAQ","운송장비·부품","50400","-1600","-3.08","1598061376800"
"017480","삼현철강","KOSDAQ","금속","4655","-45","-0.96","73096952950"
"046390","삼화네트웍스","KOSDAQ","오락·문화","1182","-8","-0.67","51030406806"
"027580","상보","KOSDAQ","화학","764","2","0.26","45214497156"
"038540","상상인","KOSDAQ","IT 서비스","1735","6","0.35","95994623055"
"452670","상상인제4호스팩","KOSDAQ","금융","2085","5","0.24","10883700000"
"091580","상신이디피","KOSDAQ","전기·전자","14440","-940","-6.11","192459482360"
"263810","상신전자","KOSDAQ","전기·전자","3215","0","0.00","51198312375"
"089980","상아프론테크","KOSDAQ","화학","17000","-320","-1.85","271813629000"
"042940","상지건설","KOSDAQ","건설","12330","-1220","-9.00","84198018960"
"042600","새로닉스","KOSDAQ","전기·전자","13680","-790","-5.46","169954492320"
"107600","새빗켐","KOSDAQ","화학","32100","-2200","-6.41","180724733400"
"411080","샌즈랩","KOSDAQ","IT 서비스","7040","-210","-2.90","107484171520"
"252990","샘씨엔에스","KOSDAQ","전기·전자","6680","-190","-2.77","390032260840"
"378800","샤페론","KOSDAQ","제약","1943","42","2.21","89850209233"
"294630","서남","KOSDAQ","전기·전자","2570","30","1.18","62050334430"
"038070","서린바이오","KOSDAQ","유통","6650","-120","-1.77","60519495400"
"006730","서부T&D","KOSDAQ","일반서비스","12590","-780","-5.83","823724960570"
"079650","서산","KOSDAQ","비금속","1415","-5","-0.35","28300000000"
"100660","서암기계공업","KOSDAQ","기계·장비","4585","-140","-2.96","57771000000"
"019770","서연탑메탈","KOSDAQ","기계·장비","3770","-30","-0.79","43920500000"
"043710","서울리거","KOSDAQ","유통","849","-6","-0.70","73491570990"
"092190","서울바이오시스","KOSDAQ","전기·전자","2500","-40","-1.57","114670957500"
"046890","서울반도체","KOSDAQ","전기·전자","6340","-80","-1.25","369656236000"
"063170","서울옥션","KOSDAQ","유통","6930","-190","-2.67","123175670310"
"027040","서울전자통신","KOSDAQ","전기·전자","195","-1","-0.51","13569825165"
"018680","서울제약","KOSDAQ","제약","3065","-100","-3.16","35735812735"
"036120","서울평가정보","KOSDAQ","IT 서비스","2200","50","2.33","78100000000"
"093920","서원인텍","KOSDAQ","전기·전자","5690","-10","-0.18","105834000000"
"189860","서전기전","KOSDAQ","전기·전자","3170","-15","-0.47","30745132600"
"178320","서진시스템","KOSDAQ","전기·전자","25700","-800","-3.02","1446451229300"
"122690","서진오토모티브","KOSDAQ","운송장비·부품","2450","-230","-8.58","54786794650"
"140070","서플러스글로벌","KOSDAQ","유통","2115","-25","-1.17","78229620000"
"011370","서한","KOSDAQ","건설","924","-9","-0.96","93226855260"
"065710","서호전기","KOSDAQ","전기·전자","54100","-200","-0.37","278615000000"
"035890","서희건설","KOSDAQ","건설","1623","0","0.00","372979125711"
"357550","석경에이티","KOSDAQ","화학","67300","-1100","-1.61","367121500000"
"003100","선광","KOSDAQ","운송·창고","20300","-200","-0.98","133980000000"
"067370","선바이오","KOSDAQ","제약","5950","-30","-0.50","72551652250"
"217620","선샤인푸드","KOSDAQ","일반서비스","3810","0","0.00","26803681470"
"171090","선익시스템","KOSDAQ","기계·장비","52800","-1600","-2.94","504847411200"
"086710","선진뷰티사이언스","KOSDAQ","화학","9290","0","0.00","113368471200"
"014620","성광벤드","KOSDAQ","금속","26300","-500","-1.87","698458673200"
"037350","성도이엔지","KOSDAQ","일반서비스","6330","-130","-2.01","97925100000"
"458650","성우","KOSDAQ","전기·전자","10300","-270","-2.55","154970401000"
"081580","성우전자","KOSDAQ","전기·전자","2265","-25","-1.09","35125943895"
"045300","성우테크론","KOSDAQ","전기·전자","3110","-10","-0.32","32180305150"
"015750","성우하이텍","KOSDAQ","운송장비·부품","6780","-150","-2.16","542400000000"
"365340","성일하이텍","KOSDAQ","화학","42250","-2600","-5.80","516947593500"
"080470","성창오토텍","KOSDAQ","운송장비·부품","4030","-15","-0.37","29419000000"
"043260","성호전자","KOSDAQ","전기·전자","5750","240","4.36","407806232250"
"148150","세경하이테크","KOSDAQ","전기·전자","5090","-160","-3.05","182529583610"
"061090","세나테크놀로지","KOSDAQ","전기·전자","48800","-750","-1.51","272170971200"
"188260","세니젠","KOSDAQ","기타제조","2010","-30","-1.47","14529224700"
"053060","세동","KOSDAQ","운송장비·부품","1267","-22","-1.71","22371949873"
"340440","세림B&G","KOSDAQ","화학","1511","-26","-1.69","42879708004"
"017510","세명전기","KOSDAQ","금속","9070","-200","-2.16","138281220000"
"011560","세보엠이씨","KOSDAQ","건설","14850","-150","-1.00","156370500000"
"396300","세아메카닉스","KOSDAQ","금속","2530","-100","-3.80","67018435000"
"100700","세운메디칼","KOSDAQ","제약","2485","-20","-0.80","108843000000"
"024830","세원물산","KOSDAQ","운송장비·부품","10410","-190","-1.79","86923500000"
"258830","세종메디칼","KOSDAQ","의료·정밀기기","412","0","0.00","27103976612"
"036630","세종텔레콤","KOSDAQ","건설","13420","1360","11.28","134200000000"
"039310","세중","KOSDAQ","IT 서비스","1310","-12","-0.91","23739383770"
"067770","세진티에스","KOSDAQ","전기·전자","2260","-5","-0.22","18976300180"
"053450","세코닉스","KOSDAQ","의료·정밀기기","5020","-80","-1.57","74259871060"
"222810","세토피아","KOSDAQ","금속","5400","0","0.00","81712098000"
"252500","세화피앤씨","KOSDAQ","화학","801","-12","-1.48","33230598390"
"321370","센서뷰","KOSDAQ","전기·전자","1004","-44","-4.20","45323938460"
"347000","센코","KOSDAQ","의료·정밀기기","2130","-35","-1.62","80537101980"
"331920","셀레믹스","KOSDAQ","제약","2860","-130","-4.35","23349463280"
"352770","셀레스트라","KOSDAQ","일반서비스","5250","0","0.00","13610136750"
"471820","셀로맥스사이언스","KOSDAQ","음식료·담배","6560","-420","-6.02","75972691680"
"049180","셀루메드","KOSDAQ","제약","719","-12","-1.64","39514128297"
"299660","셀리드","KOSDAQ","일반서비스","3085","-35","-1.12","91016684045"
"108860","셀바스AI","KOSDAQ","IT 서비스","12300","-580","-4.50","331051917000"
"208370","셀바스헬스케어","KOSDAQ","의료·정밀기기","5640","-380","-6.31","145176780960"
"318160","셀바이오휴먼텍","KOSDAQ","섬유·의류","8910","0","0.00","83230100910"
"308430","셀비온","KOSDAQ","제약","24000","50","0.21","307956240000"
"068760","셀트리온제약","KOSDAQ","제약","63400","-300","-0.47","2769433728000"
"068940","셀피글로벌","KOSDAQ","전기·전자","778","0","0.00","35720093048"
"007720","소노스퀘어","KOSDAQ","유통","670","-12","-1.76","67536301500"
"290690","소룩스","KOSDAQ","전기·전자","5210","150","2.96","254009152760"
"950200","소마젠","KOSDAQ","일반서비스","3960","75","1.93","76174769880"
"032680","소프트센","KOSDAQ","IT 서비스","314","2","0.64","33155499896"
"032685","소프트센우","KOSDAQ","IT 서비스","6090","-30","-0.49","2174994780"
"258790","소프트캠프","KOSDAQ","IT 서비스","1395","20","1.45","34862841180"
"066910","손오공","KOSDAQ","유통","658","-9","-1.35","44042021912"
